EAN;stan
6.72552E+11;0
6.72552E+11;0
6.72552E+11;0
67255444979;0
6.72552E+11;0
6.72552E+11;0
6.72552E+11;0
6.72552E+11;0
6.72552E+11;0
4.89713E+12;0
4.89713E+12;0
